Country,LAType,LAName,TotalEstablishments(IncludingNotYetRated&Outside),EstablishmentsNotYetRatedForIntervention,EstablishmentsOutsideTheProgramme,Total%OfBroadlyCompliantEstablishmentsRatedA-E,Total%OfBroadlyCompliantEstablishments(IncludingNotYetRated),ARatedEstablishments,Total%OfBroadlyCompliantEstablishments-A,BRatedEstablishments,Total%OfBroadlyCompliantEstablishments-B,CRatedEstablishments,Total%OfBroadlyCompliantEstablishments-C,DRatedEstablishments,Total%OfBroadlyCompliantEstablishments-D,ERatedEstablishments,Total%OfBroadlyCompliantEstablishments-E,Total%OfInterventionsAchieved(PremisesRatedA-E),Total%OfInterventionsAchieved-PremisesRatedA,Total%OfInterventionsAchieved-PremisesRatedB,Total%OfInterventionsAchieved-PremisesRatedC,Total%OfInterventionsAchieved-PremisesRatedD,Total%OfInterventionsAchieved-PremisesRatedE,Total%OfInterventionsAchieved-PremisesNotYetRated,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-VoluntaryClosure,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-Seizure|Detention&SurrenderOfFood,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-Suspension/RevocationOfApprovalOrLicence,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-HygieneEmergencyProhibitionNotice,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-ProhibitionOrder,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-SimpleCaution,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-HygieneImprovementNotices,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-RemedialAction&DetentionNotices,TotalNumberOfEstablishmentsSubjectToWrittenWarnings,TotalNumberOfEstablishmentsSubjectToFormalEnforcementActions-ProsecutionsConcluded,ProfessionalFullTimeEquivalentPosts-Occupied*
England,Metropolitan Borough Council,Barnsley,2090,115,20,95.35,90.05,3,0.00,46,63.04,333,86.79,682,96.63,891,99.55,50.77,100.00,90.65,72.63,57.02,24.60,74.72,2,8,0,0,0,0,3,0,458,0,5.70
England,Metropolitan Borough Council,Birmingham ?,8341,1314,1,83.18,70.07,129,1.55,584,31.85,1585,70.41,1950,90.87,2778,99.64,96.42,100.00,100.00,100.00,92.24,79.12,100.00,4,0,2,81,3,0,61,5,2043,37,12.00
England,Metropolitan Borough Council,Bolton,2656,169,262,89.75,83.42,22,18.18,142,42.25,551,85.30,864,95.02,646,99.38,69.05,100.00,100.00,98.44,58.79,12.64,98.83,11,1,1,0,0,0,15,0,840,1,7.70
England,Metropolitan Borough Council,Bradford,4456,164,0,94.29,90.82,14,35.71,177,56.50,844,86.85,1516,97.03,1741,99.83,99.10,100.00,100.00,99.62,97.66,100.00,83.77,4,0,1,0,0,7,22,0,1817,2,10.40
England,Metropolitan Borough Council,Bury,1550,134,0,95.41,87.16,6,0.00,60,51.67,253,91.70,589,98.64,508,99.80,37.02,100.00,90.48,71.43,27.87,10.04,99.02,3,0,0,1,0,0,4,0,178,0,3.00
England,Metropolitan Borough Council,Calderdale,2270,41,0,92.96,91.28,11,18.18,106,57.55,497,85.71,730,95.62,885,100.00,94.98,98.25,99.55,95.13,93.19,93.09,98.21,6,1,0,1,0,2,14,0,558,3,3.88
England,Metropolitan Borough Council,Coventry,2813,76,55,94.33,91.73,9,11.11,94,53.19,545,87.71,1016,96.75,1018,100.00,74.63,100.00,100.00,99.67,82.47,36.09,100.00,13,2,0,0,0,7,11,0,774,1,6.55
England,Metropolitan Borough Council,Doncaster,3581,256,531,92.30,84.56,17,5.88,126,47.62,545,85.14,1059,95.09,1047,100.00,77.61,81.82,87.79,83.98,83.91,51.69,100.00,1,1,0,1,0,0,14,0,1030,1,4.50
England,Metropolitan Borough Council,Dudley,2437,19,0,91.73,91.01,2,50.00,129,46.51,562,85.41,864,95.02,861,99.42,78.90,100.00,99.59,100.00,93.29,15.72,100.00,0,0,0,4,0,0,16,0,1086,10,9.00
England,Metropolitan Borough Council,Gateshead,1654,151,0,95.68,86.94,6,50.00,38,44.74,314,92.36,628,98.57,517,98.45,75.00,92.86,98.77,86.40,61.92,65.54,58.04,2,16,0,1,1,2,8,0,354,1,3.20
England,Metropolitan Borough Council,Kirklees,5318,402,811,94.45,86.02,20,30.00,178,52.81,815,89.33,1537,97.20,1555,100.00,79.11,100.00,97.33,91.93,90.21,24.54,100.00,1,0,0,3,0,2,64,0,992,6,10.00
England,Metropolitan Borough Council,Knowsley,760,25,4,96.58,93.39,3,0.00,13,38.46,119,91.60,350,98.86,246,100.00,69.21,100.00,100.00,100.00,52.14,34.78,100.00,2,0,0,1,0,0,1,0,129,0,2.75
England,Metropolitan Borough Council,Leeds,7814,410,2058,95.02,88.26,5,0.00,163,55.21,1371,90.96,2462,97.56,1345,99.70,99.23,100.00,98.48,99.60,99.26,98.68,100.00,7,0,0,0,0,0,42,0,1748,6,9.00
England,Metropolitan Borough Council,Liverpool,3844,271,0,90.60,84.21,27,0.00,152,30.92,974,83.68,1187,96.63,1233,99.59,46.23,100.00,100.00,61.39,36.93,18.38,100.00,37,1,0,1,0,0,16,0,815,7,7.00
England,Metropolitan Borough Council,Manchester,4720,46,103,89.41,88.52,19,0.00,317,27.76,1061,82.66,1672,97.01,1502,99.87,100.00,100.00,100.00,100.00,100.00,100.00,100.00,52,2,0,2,1,0,9,0,565,3,11.00
England,Metropolitan Borough Council,Newcastle Upon Tyne,2407,164,0,94.43,87.99,4,0.00,72,29.17,514,89.69,974,98.36,679,99.85,93.62,100.00,100.00,97.49,93.81,78.48,100.00,3,2,0,0,1,0,25,0,810,1,5.50
England,Metropolitan Borough Council,North Tyneside,1429,32,0,94.92,92.79,0,NP,34,55.88,267,84.27,606,98.18,490,99.39,81.31,100.00,100.00,92.07,74.05,72.92,100.00,2,3,0,0,0,1,2,2,316,1,4.00
England,Metropolitan Borough Council,Oldham,1798,36,52,94.21,92.27,11,36.36,58,65.52,469,90.62,664,96.08,508,99.61,100.00,100.00,100.00,100.00,100.00,100.00,100.00,10,0,0,0,0,2,5,0,844,1,4.38
England,Metropolitan Borough Council,Rochdale,1610,35,1,93.27,91.24,11,9.09,72,58.33,381,85.04,598,98.49,512,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,15,0,0,0,0,0,8,0,993,0,3.90
England,Metropolitan Borough Council,Rotherham ?,2060,22,0,90.19,89.22,7,0.00,69,34.78,389,85.60,773,89.78,800,98.38,82.24,100.00,100.00,98.89,83.64,37.28,91.88,1,0,0,0,0,0,5,0,688,0,4.00
England,Metropolitan Borough Council,Salford,2140,51,1,91.00,88.83,7,42.86,97,56.70,533,84.24,696,91.67,755,100.00,92.48,100.00,98.31,97.72,89.77,83.89,89.43,8,0,0,0,0,5,31,0,601,4,6.50
England,Metropolitan Borough Council,Sandwell,2500,20,42,92.53,91.78,15,6.67,155,49.03,548,87.77,1228,98.21,492,100.00,85.15,98.61,98.48,95.98,74.18,65.56,93.38,14,1,1,0,0,11,15,0,751,5,6.91
England,Metropolitan Borough Council,Sefton,2375,33,0,96.67,95.33,10,10.00,74,71.62,427,90.87,875,99.09,956,99.90,98.76,100.00,100.00,97.52,98.97,99.43,100.00,1,2,0,0,0,2,47,0,718,0,6.50
England,Metropolitan Borough Council,Sheffield ?,4688,342,194,94.00,86.85,7,0.00,170,50.00,878,86.33,1494,97.66,1603,99.88,68.44,100.00,99.35,79.01,77.04,44.40,62.50,10,0,0,0,0,0,17,0,1264,1,5.55
England,Metropolitan Borough Council,Solihull,1811,124,180,94.89,87.68,3,33.33,43,76.74,307,86.97,584,96.06,570,99.65,80.61,100.00,98.68,83.72,96.22,66.67,72.80,1,0,0,0,0,0,5,0,268,0,4.40
England,Metropolitan Borough Council,South Tyneside,1161,3,0,92.75,92.51,1,0.00,41,48.78,230,87.83,427,92.04,459,100.00,80.49,100.00,100.00,93.41,69.92,65.64,100.00,2,3,0,0,0,0,9,0,214,0,2.74
England,Metropolitan Borough Council,St Helens,1392,67,0,91.77,87.36,3,33.33,131,74.05,382,88.74,462,93.51,347,100.00,94.57,100.00,100.00,96.46,93.85,79.66,98.82,3,0,0,0,0,0,5,0,768,0,4.30
England,Metropolitan Borough Council,Stockport ?,2687,171,0,93.52,87.57,6,0.00,149,57.05,672,89.88,781,97.18,908,99.67,64.89,92.00,92.62,82.95,82.23,19.71,61.22,2,0,0,0,0,0,5,0,1154,0,3.05
England,Metropolitan Borough Council,Sunderland,2140,10,16,98.44,97.98,0,NP,71,84.51,520,97.31,962,99.17,561,100.00,100.00,NR,100.00,100.00,100.00,100.00,97.98,1,0,0,0,0,0,7,0,450,0,3.70
England,Metropolitan Borough Council,Tameside ?,1804,141,0,96.03,88.53,3,33.33,55,69.09,373,91.15,814,98.40,418,99.76,78.46,100.00,100.00,94.03,52.69,61.80,100.00,3,0,0,0,0,0,13,0,385,0,5.50
England,Metropolitan Borough Council,Trafford,2634,131,489,89.52,84.06,23,4.35,147,56.46,495,80.20,621,95.81,728,99.86,90.23,100.00,100.00,99.02,85.89,52.99,74.12,6,0,0,0,0,0,6,0,775,0,3.00
England,Metropolitan Borough Council,Wakefield,3143,150,9,95.14,90.59,17,11.76,130,60.00,590,89.15,957,98.75,1290,99.84,83.83,100.00,99.18,98.87,98.73,49.84,100.00,1,1,0,0,0,0,2,0,695,0,5.50
England,Metropolitan Borough Council,Walsall,2002,93,14,87.76,83.65,21,9.52,148,50.00,550,84.18,553,91.50,623,99.20,98.30,97.30,98.30,98.77,98.41,95.59,0.00,1,0,0,9,5,4,22,0,711,6,6.00
England,Metropolitan Borough Council,West Yorkshire (5),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
England,Metropolitan Borough Council,Wigan,2593,152,6,91.50,86.12,6,16.67,159,43.40,750,88.80,1043,97.32,477,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,2,0,0,0,0,1,19,0,985,1,6.90
England,Metropolitan Borough Council,Wirral,2757,119,45,94.25,90.12,13,0.00,145,62.76,554,87.36,925,98.81,956,99.90,50.54,100.00,100.00,100.00,54.43,6.76,100.00,17,1,0,2,0,0,7,1,789,3,6.25
England,Metropolitan Borough Council,Wolverhampton,2117,233,0,98.73,87.86,3,33.33,26,57.69,169,94.67,868,99.77,818,100.00,77.34,100.00,100.00,100.00,74.06,57.14,79.49,8,0,0,0,0,0,6,0,333,0,4.49
England,Unitary Authority,Bath and North East Somerset,2089,101,7,97.43,92.70,4,25.00,48,58.33,382,93.72,645,99.38,902,100.00,62.16,100.00,100.00,72.56,69.14,36.72,79.19,1,0,0,0,0,0,6,0,515,0,5.50
England,Unitary Authority,Bedford,1444,53,0,96.33,92.80,1,100.00,56,73.21,328,91.77,556,98.38,450,100.00,97.41,100.00,100.00,100.00,99.46,91.71,88.02,1,0,0,0,0,0,22,0,242,0,3.61
England,Unitary Authority,Blackburn ?,1418,128,1,94.03,85.53,5,60.00,47,65.96,279,86.74,495,95.96,463,99.57,90.56,100.00,100.00,99.43,82.94,85.45,74.83,3,0,0,0,0,0,7,0,411,2,2.60
England,Unitary Authority,Blackpool,2473,6,8,95.24,95.01,5,0.00,52,40.38,724,90.19,987,98.99,691,100.00,44.48,100.00,100.00,46.85,42.96,20.93,100.00,2,1,0,2,1,17,48,1,487,14,4.00
England,Unitary Authority,Bournemouth,2041,58,0,97.13,94.37,18,0.00,97,81.44,335,94.93,703,99.43,830,100.00,75.24,100.00,99.55,91.19,64.72,42.56,98.73,2,2,0,3,3,0,10,0,418,0,3.00
England,Unitary Authority,Bracknell Forest,1119,28,107,96.75,94.07,3,33.33,36,63.89,165,90.91,221,99.10,559,100.00,95.78,100.00,96.97,96.36,95.10,95.45,100.00,0,0,0,1,0,0,0,0,374,0,2.00
England,Unitary Authority,Brighton and Hove,3225,174,0,96.33,91.13,12,8.33,80,60.00,565,90.62,1265,98.74,1129,100.00,99.73,100.00,100.00,99.61,99.69,100.00,100.00,6,5,0,0,0,5,10,0,1038,1,10.00
England,Unitary Authority,Bristol,4481,606,0,95.69,82.75,15,20.00,124,59.68,652,89.57,1623,97.84,1461,99.86,44.56,93.75,85.88,72.35,60.65,6.59,48.17,2,0,0,2,0,1,15,0,1243,0,6.80
England,Unitary Authority,Central Bedfordshire,2284,151,24,97.49,90.97,3,66.67,92,78.26,472,93.86,642,99.53,900,100.00,91.49,100.00,98.29,93.60,92.96,79.34,63.13,3,0,0,0,0,0,14,0,511,0,6.00
England,Unitary Authority,Cheshire East,3530,87,121,94.37,91.96,16,18.75,193,66.84,645,92.09,1081,96.11,1387,98.77,66.11,100.00,97.67,99.19,92.99,22.37,100.00,0,9,0,0,0,4,6,0,1210,1,8.00
England,Unitary Authority,Cheshire West and Chester,3322,154,12,96.70,92.21,14,7.14,184,83.70,691,94.07,933,97.96,1334,99.93,76.49,100.00,100.00,98.95,80.33,38.06,100.00,7,0,0,0,0,3,15,0,682,1,5.25
England,Unitary Authority,Cornwall,8652,347,0,97.47,93.56,18,66.67,337,80.71,1314,92.09,2803,99.04,3833,99.79,83.74,99.22,99.67,88.58,70.11,86.85,100.00,1,1,0,3,2,0,43,1,2582,3,3.75
England,Unitary Authority,Darlington ?,1011,9,1,98.50,97.62,1,100.00,14,78.57,110,90.91,395,99.49,481,100.00,96.90,100.00,100.00,100.00,99.07,89.44,100.00,5,0,0,0,0,1,3,0,123,2,0.65
England,Unitary Authority,Derby City,2024,21,0,96.66,95.65,1,100.00,49,61.22,374,89.04,766,99.09,813,100.00,93.43,100.00,100.00,100.00,99.43,60.38,90.91,3,0,0,1,0,0,4,0,836,1,4.30
England,Unitary Authority,Durham,4496,153,247,96.09,92.63,10,40.00,211,67.30,806,92.93,1587,98.55,1482,99.66,82.54,100.00,99.74,98.80,76.05,50.38,98.36,7,3,0,0,0,0,9,0,1347,1,10.45
England,Unitary Authority,East Riding of Yorkshire,4009,75,129,97.27,95.39,12,25.00,200,77.50,742,95.55,1359,98.97,1492,99.80,88.43,100.00,99.46,95.91,94.25,43.82,95.77,8,3,0,0,1,0,15,0,664,2,11.19
England,Unitary Authority,Halton,1057,9,59,95.35,94.49,4,0.00,40,57.50,150,91.33,387,96.90,408,100.00,93.72,100.00,100.00,100.00,92.18,81.33,98.16,1,0,0,1,1,1,1,0,394,0,3.50
England,Unitary Authority,Hartlepool (4),826,0,73,98.54,98.54,1,0.00,16,81.25,131,94.66,328,100.00,277,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,1,0,0,0,0,0,0,0,295,1,4.56
England,Unitary Authority,Herefordshire,2425,55,23,97.70,95.46,1,0.00,75,73.33,371,94.34,674,98.52,1226,99.84,64.10,100.00,100.00,98.92,76.57,36.15,86.44,3,0,0,0,0,0,1,0,610,0,4.40
England,Unitary Authority,Hull City,2848,145,21,83.26,78.99,31,0.00,230,55.65,683,82.14,1080,82.13,658,99.85,71.40,100.00,100.00,78.08,63.88,41.04,96.02,18,3,2,1,0,1,58,0,1020,1,8.50
England,Unitary Authority,Isle of Wight,1962,68,0,92.29,89.09,18,22.22,126,56.35,377,81.17,605,99.34,768,99.74,68.68,90.91,100.00,66.41,51.87,77.68,69.55,7,0,0,0,0,0,37,0,669,1,3.00
England,Unitary Authority,Isles of Scilly,145,23,0,86.07,72.41,5,0.00,18,66.67,17,82.35,33,96.97,49,95.92,92.08,100.00,100.00,95.65,100.00,30.00,100.00,2,0,0,0,0,1,1,0,55,0,0.75
England,Unitary Authority,Leicester City,2996,95,0,86.69,83.95,27,7.41,261,54.02,811,78.42,1121,94.11,681,100.00,97.24,100.00,99.63,99.52,98.39,44.68,100.00,9,8,1,2,1,6,29,0,1661,2,9.20
England,Unitary Authority,Luton,1553,77,70,87.13,82.60,2,0.00,107,39.25,339,76.99,390,90.77,568,100.00,96.98,100.00,100.00,100.00,100.00,70.75,85.04,3,0,0,0,0,0,14,0,539,3,5.50
England,Unitary Authority,Medway,1847,0,26,97.20,97.20,5,0.00,42,57.14,251,92.03,802,99.00,721,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,6,1,0,1,0,0,5,0,438,0,5.60
England,Unitary Authority,Middlesbrough,1228,94,6,97.52,90.02,7,0.00,18,33.33,180,95.56,390,99.74,533,100.00,79.83,100.00,100.00,83.74,65.66,94.44,62.14,2,2,0,3,0,3,1,0,112,2,3.15
England,Unitary Authority,Milton Keynes ?,2092,34,63,96.14,94.53,2,100.00,41,63.41,415,89.40,828,97.83,709,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0,0,0,0,0,0,17,0,590,0,4.25
England,Unitary Authority,North East Lincolnshire,1652,77,29,92.04,87.68,3,66.67,48,54.17,275,86.91,632,93.35,588,96.26,88.55,100.00,100.00,100.00,85.51,83.18,94.62,1,4,0,0,0,0,15,3,557,2,6.80
England,Unitary Authority,North Lincolnshire,1683,84,0,93.37,88.71,5,0.00,65,60.00,333,81.68,516,97.67,680,99.71,91.52,100.00,100.00,100.00,99.49,68.27,80.40,0,0,0,0,0,0,2,0,521,0,4.71
England,Unitary Authority,North Somerset,1749,70,46,95.41,91.49,8,0.00,70,65.71,334,91.02,624,99.20,597,98.66,85.10,100.00,100.00,88.74,78.89,84.21,99.15,3,0,0,1,1,0,4,0,865,0,3.80
England,Unitary Authority,Northumberland,3647,84,52,98.52,96.22,2,0.00,73,78.08,497,95.37,1212,99.17,1727,99.94,97.61,100.00,100.00,98.96,94.84,100.00,82.56,1,0,0,0,0,0,0,0,1154,0,5.20
England,Unitary Authority,Nottingham City,3123,66,7,96.13,94.09,8,0.00,78,39.74,425,88.71,1163,98.80,1376,99.93,67.26,100.00,100.00,99.78,99.43,14.04,89.48,3,0,0,0,0,3,10,0,1113,1,7.60
England,Unitary Authority,Peterborough City,1941,127,0,93.99,87.84,2,0.00,27,37.04,261,81.99,654,94.80,870,98.97,51.91,100.00,100.00,82.49,82.48,5.24,68.69,6,0,0,0,0,0,8,0,191,1,6.50
England,Unitary Authority,Plymouth City,2339,73,161,97.62,94.35,9,11.11,59,74.58,325,94.46,1042,99.23,670,99.85,50.37,100.00,100.00,91.81,51.63,9.67,96.93,0,1,0,1,0,1,13,0,573,0,4.50
England,Unitary Authority,Poole,1238,62,2,97.70,92.80,3,100.00,46,78.26,233,94.85,468,98.93,424,100.00,56.81,100.00,89.52,80.55,44.65,29.11,75.13,0,2,0,0,0,0,3,0,223,0,3.60
England,Unitary Authority,Portsmouth,1935,69,0,95.12,91.73,2,0.00,60,53.33,386,87.31,633,98.42,785,99.75,43.82,94.12,99.45,67.10,47.91,12.39,81.69,6,0,0,2,2,2,15,0,114,10,3.56
England,Unitary Authority,Reading,1502,71,39,95.40,90.77,3,66.67,44,52.27,284,89.79,559,97.67,502,100.00,61.64,100.00,100.00,91.84,77.45,4.75,74.76,4,2,0,4,0,0,8,0,553,0,5.00
England,Unitary Authority,Redcar and Cleveland,1202,73,139,96.06,89.46,4,0.00,33,75.76,210,89.52,378,98.68,365,100.00,72.11,100.00,98.41,67.39,56.10,61.54,54.48,14,0,0,2,0,15,0,0,209,0,3.00
England,Unitary Authority,Rutland,448,19,0,96.97,92.86,3,0.00,7,71.43,54,88.89,189,98.94,176,100.00,78.21,100.00,100.00,82.76,75.00,71.08,55.00,1,0,0,0,0,0,1,0,197,0,1.00
England,Unitary Authority,Shropshire,4034,110,550,98.76,95.64,3,0.00,89,85.39,483,96.89,1261,99.13,1538,100.00,93.21,100.00,100.00,99.67,95.53,50.00,100.00,1,2,0,0,0,0,1,0,610,0,6.15
England,Unitary Authority,Slough,898,35,9,86.53,83.13,5,20.00,72,26.39,189,77.78,321,95.02,267,100.00,89.58,100.00,100.00,96.34,79.43,70.00,76.27,2,0,0,1,0,1,9,0,287,3,4.62
England,Unitary Authority,South Gloucestershire,2097,101,0,96.54,91.89,10,0.00,84,67.86,259,88.03,787,99.87,856,100.00,63.56,100.00,100.00,100.00,46.15,65.88,64.91,3,0,0,0,0,2,3,1,127,0,2.00
England,Unitary Authority,Southampton,2000,378,15,98.44,79.70,3,33.33,41,80.49,263,95.82,674,99.41,626,100.00,50.00,100.00,100.00,76.96,29.10,6.67,100.00,0,0,0,0,0,0,1,0,1,0,4.00
England,Unitary Authority,Southend-On-Sea,1727,28,144,89.39,87.81,5,0.00,107,43.93,420,85.95,541,92.42,482,100.00,92.96,100.00,100.00,100.00,98.68,39.17,89.43,0,12,0,0,0,0,10,0,657,2,3.68
England,Unitary Authority,Stockton on Tees,1544,41,0,97.14,94.56,7,28.57,65,72.31,261,93.49,502,99.40,668,100.00,90.56,100.00,100.00,100.00,100.00,41.30,100.00,10,15,0,1,1,8,2,0,519,5,6.30
England,Unitary Authority,Stoke-On-Trent ?,2485,254,24,96.56,86.59,4,25.00,107,78.50,514,95.33,753,96.55,829,100.00,49.24,100.00,100.00,67.26,43.88,22.52,72.23,3,4,0,1,1,0,5,0,514,1,4.60
England,Unitary Authority,Swindon,1975,337,1,92.30,76.55,12,0.00,73,49.32,373,85.79,553,95.84,626,99.84,94.30,98.77,98.00,96.21,91.00,86.67,100.00,0,6,0,0,0,1,7,0,356,2,4.50
England,Unitary Authority,Telford and Wrekin,1476,100,0,93.39,87.06,0,NP,47,51.06,224,82.14,509,94.50,596,100.00,75.71,100.00,100.00,80.12,66.81,70.87,100.00,3,0,0,0,0,0,12,0,279,0,4.77
England,Unitary Authority,Thurrock,1178,3,158,95.48,95.20,2,0.00,48,47.92,220,92.73,385,99.22,362,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0,1,0,0,0,0,17,0,224,0,3.60
England,Unitary Authority,Torbay,2067,192,0,95.73,86.84,6,16.67,55,61.82,231,89.18,721,96.53,862,99.54,43.29,96.30,100.00,91.01,55.75,10.53,32.13,1,1,0,1,0,0,12,1,313,0,5.50
England,Unitary Authority,Warrington,2088,0,0,97.89,97.89,0,NP,35,71.43,280,92.86,848,98.35,925,100.00,43.80,100.00,100.00,100.00,44.24,11.24,100.00,1,0,0,0,0,1,14,0,439,0,3.00
England,Unitary Authority,West Berkshire,1143,4,0,96.75,96.41,4,25.00,30,66.67,230,91.30,374,98.93,501,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,2,0,0,0,0,0,1,0,319,1,3.60
England,Unitary Authority,Wiltshire,5505,189,456,96.48,92.87,8,12.50,192,60.42,809,91.97,1318,98.56,2533,99.84,52.87,100.00,100.00,99.61,74.04,4.33,73.75,6,10,0,0,0,2,16,0,1443,0,10.50
England,Unitary Authority,Windsor and Maidenhead ?,1371,55,0,96.43,92.56,5,0.00,43,62.79,384,94.79,495,98.79,389,100.00,59.87,100.00,87.50,63.92,54.11,39.58,100.00,0,0,0,0,0,0,0,0,48,0,5.50
England,Unitary Authority,Wokingham,976,2,0,96.61,96.41,1,0.00,33,48.48,184,95.11,330,98.18,426,100.00,100.00,100.00,100.00,100.00,100.00,100.00,100.00,0,0,0,0,0,0,0,0,359,0,3.90
England,Unitary Authority,York,2069,81,134,94.61,90.65,13,15.38,99,60.61,396,89.14,627,98.88,719,100.00,54.77,91.67,93.25,96.15,69.30,6.18,90.40,0,0,0,0,0,2,4,0,733,1,3.50
Northern Ireland,NI Unitary Authority,Antrim and Newtownabbey ?,1600,40,419,96.41,93.14,0,NP,34,47.06,256,92.97,411,98.78,440,100.00,94.62,100.00,99.40,96.61,90.73,93.69,93.96,0,4,0,0,0,0,3,0,446,0,4.00
Northern Ireland,NI Unitary Authority,Ards and North Down,1944,766,0,97.79,59.26,5,40.00,39,87.18,280,95.00,422,99.05,432,100.00,73.13,100.00,97.56,90.04,74.95,27.94,68.95,1,5,1,0,0,0,4,0,367,3,4.00
Northern Ireland,NI Unitary Authority,Armagh City| Banbridge and Craigavon ?,2087,174,0,98.48,90.27,4,75.00,76,85.53,389,96.66,567,99.29,877,100.00,97.89,100.00,100.00,98.73,98.79,94.63,94.12,1,4,0,0,0,0,6,3,651,1,6.00
Northern Ireland,NI Unitary Authority,Belfast City,3750,34,607,98.10,97.04,4,0.00,102,81.37,939,97.02,1252,99.44,812,99.88,93.38,100.00,99.68,97.12,84.97,90.64,96.34,2,4,0,0,0,0,1,0,1077,3,14.00
Northern Ireland,NI Unitary Authority,Causeway Coast and Glens,2004,55,347,97.25,94.03,3,66.67,31,61.29,275,92.00,618,98.87,675,99.70,96.92,100.00,99.55,98.80,96.21,92.33,92.62,0,1,0,1,0,0,0,2,403,1,5.50
Northern Ireland,NI Unitary Authority,Derry City and Strabane,1413,43,9,98.31,95.30,1,100.00,58,94.83,338,95.27,448,99.11,516,100.00,85.21,100.00,98.92,98.01,95.50,37.37,91.72,0,1,0,0,0,0,2,1,413,0,2.90
Northern Ireland,NI Unitary Authority,Fermanagh and Omagh,1685,31,220,98.40,96.31,2,100.00,38,78.95,268,95.90,518,99.42,608,99.84,95.66,100.00,100.00,98.46,94.65,89.32,97.14,0,4,0,0,0,0,0,5,675,0,3.40
Northern Ireland,NI Unitary Authority,Lisburn and Castlereagh City,1357,37,388,97.32,93.60,1,100.00,13,69.23,194,90.72,333,99.10,391,100.00,97.38,100.00,100.00,97.47,98.64,92.19,98.58,0,3,0,0,0,0,1,1,392,0,4.00
Northern Ireland,NI Unitary Authority,Mid and East Antrim,1715,30,49,98.41,96.64,1,0.00,35,82.86,258,93.80,468,99.36,874,100.00,97.06,100.00,100.00,99.36,97.37,90.52,95.89,0,2,0,0,0,0,1,1,561,0,5.50
Northern Ireland,NI Unitary Authority,Mid Ulster,1682,33,14,98.29,96.34,2,0.00,34,88.24,313,95.85,523,98.85,763,99.61,91.90,100.00,99.10,92.58,93.46,85.51,98.47,0,5,0,0,0,0,0,2,566,0,3.00
Northern Ireland,NI Unitary Authority,Newry| Mourne and Down,2005,75,303,98.52,94.18,3,66.67,39,79.49,356,97.19,655,99.54,574,99.65,95.52,100.00,100.00,99.27,98.37,81.37,97.58,1,0,0,0,0,0,1,1,451,1,5.00
Scotland,Scottish Unitary Authority,Aberdeen City,2351,282,0,89.80,79.03,21,4.76,231,44.59,590,92.20,617,97.24,610,100.00,64.96,98.59,99.82,90.26,37.59,9.32,86.32,19,0,0,0,0,0,53,15,820,2,10.40
Scotland,Scottish Unitary Authority,Aberdeenshire,2257,466,0,90.90,72.13,19,47.37,212,64.62,557,91.20,621,95.49,382,99.74,93.00,100.00,98.54,95.88,88.44,47.30,100.00,6,7,0,0,0,0,6,3,318,0,8.56
Scotland,Scottish Unitary Authority,Angus,1408,76,0,93.84,88.78,7,0.00,104,65.38,323,92.26,321,96.26,577,99.65,75.47,100.00,99.60,86.75,79.04,17.62,96.15,2,2,0,0,0,0,1,2,253,0,7.60
Scotland,Scottish Unitary Authority,Argyll and Bute,1994,149,0,93.28,86.31,8,25.00,118,61.02,497,87.93,339,96.46,883,100.00,75.09,92.59,87.96,84.93,54.12,16.00,100.00,0,0,0,0,0,0,2,2,312,0,8.50
Scotland,Scottish Unitary Authority,Clackmannanshire,568,8,11,82.88,81.69,7,14.29,60,40.00,139,76.98,145,86.21,198,100.00,99.13,100.00,100.00,100.00,97.62,92.50,100.00,1,0,0,0,0,0,6,3,220,0,3.00
Scotland,Scottish Unitary Authority,Comhairle nan Eilean Siar (Western Isles),619,66,0,94.39,84.33,8,75.00,34,64.71,191,91.10,55,100.00,265,100.00,82.20,100.00,95.56,86.21,74.19,51.85,100.00,2,0,0,0,0,0,2,2,34,0,1.00
Scotland,Scottish Unitary Authority,Dumfries and Galloway,2377,52,0,94.92,92.85,11,54.55,138,60.14,518,90.73,599,98.83,1059,99.72,97.72,97.14,99.58,97.09,95.81,99.48,100.00,1,0,0,0,0,0,20,3,404,0,6.17
